Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Basalt Spodumene
appliedenergistics2:facade:0, Cable Facade - Andesite Spodumene
appliedenergistics2:facade:0, Cable Facade - Dacite Spodumene
appliedenergistics2:facade:0, Cable Facade - Quartzite Spodumene
appliedenergistics2:facade:0, Cable Facade - Slate Spodumene
appliedenergistics2:facade:0, Cable Facade - Phyllite Spodumene
appliedenergistics2:facade:0, Cable Facade - Schist Spodumene
appliedenergistics2:facade:0, Cable Facade - Gneiss Spodumene
appliedenergistics2:facade:0, Cable Facade - Marble Spodumene
appliedenergistics2:facade:0, Cable Facade - Acacia Bookshelf
appliedenergistics2:facade:0, Cable Facade - Ash Bookshelf
appliedenergistics2:facade:0, Cable Facade - Aspen Bookshelf
appliedenergistics2:facade:0, Cable Facade - Birch Bookshelf
appliedenergistics2:facade:0, Cable Facade - Blackwood Bookshelf
appliedenergistics2:facade:0, Cable Facade - Chestnut Bookshelf
appliedenergistics2:facade:0, Cable Facade - Douglas Fir Bookshelf
appliedenergistics2:facade:0, Cable Facade - Hickory Bookshelf
appliedenergistics2:facade:0, Cable Facade - Kapok Bookshelf
appliedenergistics2:facade:0, Cable Facade - Maple Bookshelf
appliedenergistics2:facade:0, Cable Facade - Oak Bookshelf
appliedenergistics2:facade:0, Cable Facade - Palm Bookshelf
appliedenergistics2:facade:0, Cable Facade - Pine Bookshelf
appliedenergistics2:facade:0, Cable Facade - Rosewood Bookshelf
appliedenergistics2:facade:0, Cable Facade - Sequoia Bookshelf
appliedenergistics2:facade:0, Cable Facade - Spruce Bookshelf
appliedenergistics2:facade:0, Cable Facade - Sycamore Bookshelf
appliedenergistics2:facade:0, Cable Facade - White Cedar Bookshelf
appliedenergistics2:facade:0, Cable Facade - Willow Bookshelf
appliedenergistics2:facade:0, Cable Facade - Hevea Bookshelf
appliedenergistics2:facade:0, Cable Facade - Acacia Planks
appliedenergistics2:facade:0, Cable Facade - Acacia Log
appliedenergistics2:facade:0, Cable Facade - Acacia Leaves
appliedenergistics2:facade:0, Cable Facade - Ash Planks
appliedenergistics2:facade:0, Cable Facade - Ash Log
appliedenergistics2:facade:0, Cable Facade - Ash Leaves
appliedenergistics2:facade:0, Cable Facade - Aspen Planks
appliedenergistics2:facade:0, Cable Facade - Aspen Log
appliedenergistics2:facade:0, Cable Facade - Aspen Leaves
appliedenergistics2:facade:0, Cable Facade - Birch Planks
appliedenergistics2:facade:0, Cable Facade - Birch Log
appliedenergistics2:facade:0, Cable Facade - Birch Leaves
appliedenergistics2:facade:0, Cable Facade - Blackwood Planks
appliedenergistics2:facade:0, Cable Facade - Blackwood Log
appliedenergistics2:facade:0, Cable Facade - Blackwood Leaves
appliedenergistics2:facade:0, Cable Facade - Chestnut Planks
appliedenergistics2:facade:0, Cable Facade - Chestnut Log
appliedenergistics2:facade:0, Cable Facade - Chestnut Leaves
appliedenergistics2:facade:0, Cable Facade - Douglas Fir Planks
appliedenergistics2:facade:0, Cable Facade - Douglas Fir Log
appliedenergistics2:facade:0, Cable Facade - Douglas Fir Leaves
appliedenergistics2:facade:0, Cable Facade - Hickory Planks
appliedenergistics2:facade:0, Cable Facade - Hickory Log
appliedenergistics2:facade:0, Cable Facade - Hickory Leaves
appliedenergistics2:facade:0, Cable Facade - Kapok Planks
appliedenergistics2:facade:0, Cable Facade - Kapok Log
appliedenergistics2:facade:0, Cable Facade - Kapok Leaves
appliedenergistics2:facade:0, Cable Facade - Maple Planks
appliedenergistics2:facade:0, Cable Facade - Maple Log
appliedenergistics2:facade:0, Cable Facade - Maple Leaves
appliedenergistics2:facade:0, Cable Facade - Oak Planks
appliedenergistics2:facade:0, Cable Facade - Oak Log
appliedenergistics2:facade:0, Cable Facade - Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Palm Planks
appliedenergistics2:facade:0, Cable Facade - Palm Log
appliedenergistics2:facade:0, Cable Facade - Palm Leaves
appliedenergistics2:facade:0, Cable Facade - Pine Planks
appliedenergistics2:facade:0, Cable Facade - Pine Log
appliedenergistics2:facade:0, Cable Facade - Pine Leaves
appliedenergistics2:facade:0, Cable Facade - Rosewood Planks
appliedenergistics2:facade:0, Cable Facade - Rosewood Log
appliedenergistics2:facade:0, Cable Facade - Rosewood Leaves
appliedenergistics2:facade:0, Cable Facade - Sequoia Planks
appliedenergistics2:facade:0, Cable Facade - Sequoia Log
appliedenergistics2:facade:0, Cable Facade - Sequoia Leaves
appliedenergistics2:facade:0, Cable Facade - Spruce Planks
appliedenergistics2:facade:0, Cable Facade - Spruce Log
appliedenergistics2:facade:0, Cable Facade - Spruce Leaves
appliedenergistics2:facade:0, Cable Facade - Sycamore Planks
appliedenergistics2:facade:0, Cable Facade - Sycamore Log
appliedenergistics2:facade:0, Cable Facade - Sycamore Leaves
appliedenergistics2:facade:0, Cable Facade - White Cedar Planks
appliedenergistics2:facade:0, Cable Facade - White Cedar Log
appliedenergistics2:facade:0, Cable Facade - White Cedar Leaves
appliedenergistics2:facade:0, Cable Facade - Willow Planks
appliedenergistics2:facade:0, Cable Facade - Willow Log
appliedenergistics2:facade:0, Cable Facade - Willow Leaves
appliedenergistics2:facade:0, Cable Facade - Hevea Planks
appliedenergistics2:facade:0, Cable Facade - Hevea Log
appliedenergistics2:facade:0, Cable Facade - Hevea Leaves
appliedenergistics2:facade:0, Cable Facade - Block of Bioplastic
appliedenergistics2:facade:0, Cable Facade - Biochar Block
appliedenergistics2:facade:0, Cable Facade - Shredded Plastic Block
appliedenergistics2:facade:0, Cable Facade - Shredded Plant Block
appliedenergistics2:facade:0, Cable Facade - Shredded Starch Block
appliedenergistics2:facade:0, Cable Facade - Block of Orichalcos
appliedenergistics2:facade:0, Cable Facade - Block of Shadowium
appliedenergistics2:facade:0, Cable Facade - Block of Photonium
appliedenergistics2:facade:0, Cable Facade - Dimension Catalyst
appliedenergistics2:facade:0, Cable Facade - Frame Block
appliedenergistics2:facade:0, Cable Facade - Fluix Coil Block
appliedenergistics2:facade:0, Cable Facade - Dense Fluix Coil Block
appliedenergistics2:facade:0, Cable Facade - Quartz Fiber Coil Block
appliedenergistics2:facade:0, Cable Facade - Refined Fiber Coil Block
appliedenergistics2:facade:0, Cable Facade - Asphalt Concrete
appliedenergistics2:facade:0, Cable Facade - Mulch
appliedenergistics2:facade:0, Cable Facade - Brown Mulch
appliedenergistics2:facade:0, Cable Facade - Yellow Mulch
appliedenergistics2:facade:0, Cable Facade - Amber Mulch
appliedenergistics2:facade:0, Cable Facade - Ruby Mulch
appliedenergistics2:facade:0, Cable Facade - Red Mulch
appliedenergistics2:facade:0, Cable Facade - Black Mulch
appliedenergistics2:facade:0, Cable Facade - Blue Mulch
appliedenergistics2:facade:0, Cable Facade - Bricks Button
appliedenergistics2:facade:0, Cable Facade - Nether Brick Button
appliedenergistics2:facade:0, Cable Facade - Logic Programmer
appliedenergistics2:facade:0, Cable Facade - Menril Wood
appliedenergistics2:facade:0, Cable Facade - Enriched Menril Wood
appliedenergistics2:facade:0, Cable Facade - Menril Leaves
appliedenergistics2:facade:0, Cable Facade - Menril Wood Planks
appliedenergistics2:facade:0, Cable Facade - Block of Crystalized Menril
appliedenergistics2:facade:0, Cable Facade - Crystalized Menril Brick
appliedenergistics2:facade:0, Cable Facade - Block of Crystalized Chorus
appliedenergistics2:facade:0, Cable Facade - Crystalized Chorus Brick
appliedenergistics2:facade:0, Cable Facade - Colored Block Clean
appliedenergistics2:facade:0, Cable Facade - Colored Block Floor
appliedenergistics2:facade:0, Cable Facade - Colored Block Grainy Big
appliedenergistics2:facade:0, Cable Facade - Colored Block Grainy
appliedenergistics2:facade:0, Cable Facade - Colored Block Grainy Low
appliedenergistics2:facade:0, Cable Facade - Colored Block Brick
appliedenergistics2:facade:0, Cable Facade - Colored Block Bordered
appliedenergistics2:facade:0, Cable Facade - Colored Block Brick Big
appliedenergistics2:facade:0, Cable Facade - Colored Block Structured
appliedenergistics2:facade:0, Cable Facade - Colored Block Broken Brick Big
appliedenergistics2:facade:0, Cable Facade - Colored Block Clay
appliedenergistics2:facade:0, Cable Facade - Colored Block Lighting Clean
appliedenergistics2:facade:0, Cable Facade - Lava Block
appliedenergistics2:facade:0, Cable Facade - Colored Wooden Plank
appliedenergistics2:facade:0, Cable Facade - White Lava Block
appliedenergistics2:facade:0, Cable Facade - Colored Block Gravel
appliedenergistics2:facade:0, Cable Facade - Colored Block Sand
appliedenergistics2:facade:0, Cable Facade - Colored Block Stone
appliedenergistics2:facade:0, Cable Facade - Colored Block Wood
appliedenergistics2:facade:0, Cable Facade - White Opaque Water
appliedenergistics2:facade:0, Cable Facade - Colored Block Clean
appliedenergistics2:facade:0, Cable Facade - Colored Block Thick
appliedenergistics2:facade:0, Cable Facade - Colored Block Thin
appliedenergistics2:facade:0, Cable Facade - Colored Block Thinner
appliedenergistics2:facade:0, Cable Facade - Colored Block Thinnest
appliedenergistics2:facade:0, Cable Facade - Water
appliedenergistics2:facade:0, Cable Facade - White Water
appliedenergistics2:facade:0, Cable Facade - Little Storage Block
appliedenergistics2:facade:0, Cable Facade - Reinforced Coke Brick
appliedenergistics2:facade:0, Cable Facade - Oak Rail Bridge
appliedenergistics2:facade:0, Cable Facade - Powered Oak Rail Bridge
appliedenergistics2:facade:0, Cable Facade - Spruce Rail Bridge
appliedenergistics2:facade:0, Cable Facade - Powered Spruce Rail Bridge
appliedenergistics2:facade:0, Cable Facade - Birch Rail Bridge
appliedenergistics2:facade:0, Cable Facade - Powered Birch Rail Bridge
appliedenergistics2:facade:0, Cable Facade - Jungle Rail Bridge
appliedenergistics2:facade:0, Cable Facade - Powered Jungle Rail Bridge
appliedenergistics2:facade:0, Cable Facade - Acacia Rail Bridge
appliedenergistics2:facade:0, Cable Facade - Powered Acacia Rail Bridge
appliedenergistics2:facade:0, Cable Facade - Dark Oak Rail Bridge
appliedenergistics2:facade:0, Cable Facade - Powered Dark Oak Rail Bridge
appliedenergistics2:facade:0, Cable Facade - Dirt (Indestructible)
appliedenergistics2:facade:0, Cable Facade - Yurt Wall
appliedenergistics2:facade:0, Cable Facade - Yurt Wall
appliedenergistics2:facade:0, Cable Facade - Yurt Roof
appliedenergistics2:facade:0, Cable Facade - Bedouin Wall
appliedenergistics2:facade:0, Cable Facade - Bedouin Roof
appliedenergistics2:facade:0, Cable Facade - Indlu Wall
appliedenergistics2:facade:0, Cable Facade - Indlu Wall
appliedenergistics2:facade:0, Cable Facade - Blank Tepee Design
appliedenergistics2:facade:0, Cable Facade - Black Tepee Pattern
appliedenergistics2:facade:0, Cable Facade - Red Tepee Pattern
appliedenergistics2:facade:0, Cable Facade - Yellow Tepee Pattern
appliedenergistics2:facade:0, Cable Facade - Orange Tepee Pattern
appliedenergistics2:facade:0, Cable Facade - White Tepee Pattern
appliedenergistics2:facade:0, Cable Facade - Happy Tepee Design
appliedenergistics2:facade:0, Cable Facade - Sun Tepee Design
appliedenergistics2:facade:0, Cable Facade - Creepers Tepee Design
appliedenergistics2:facade:0, Cable Facade - Universe Tepee Design
appliedenergistics2:facade:0, Cable Facade - Eagle Tepee Design
appliedenergistics2:facade:0, Cable Facade - Tri-Force Tepee Design
appliedenergistics2:facade:0, Cable Facade - Dreamcatcher Tepee Design
appliedenergistics2:facade:0, Cable Facade - Rain Tepee Design
appliedenergistics2:facade:0, Cable Facade - Magic Tepee Design
appliedenergistics2:facade:0, Cable Facade - White Shamiyana Wall
appliedenergistics2:facade:0, Cable Facade - Orange Shamiyana Wall
appliedenergistics2:facade:0, Cable Facade - Magenta Shamiyana Wall
appliedenergistics2:facade:0, Cable Facade - Light Blue Shamiyana Wall
appliedenergistics2:facade:0, Cable Facade - Yellow Shamiyana Wall
appliedenergistics2:facade:0, Cable Facade - Lime Shamiyana Wall
appliedenergistics2:facade:0, Cable Facade - Pink Shamiyana Wall
appliedenergistics2:facade:0, Cable Facade - Gray Shamiyana Wall
appliedenergistics2:facade:0, Cable Facade - Silver Shamiyana Wall
appliedenergistics2:facade:0, Cable Facade - Cyan Shamiyana Wall
appliedenergistics2:facade:0, Cable Facade - Purple Shamiyana Wall
appliedenergistics2:facade:0, Cable Facade - Blue Shamiyana Wall
appliedenergistics2:facade:0, Cable Facade - Brown Shamiyana Wall
appliedenergistics2:facade:0, Cable Facade - Green Shamiyana Wall
appliedenergistics2:facade:0, Cable Facade - Red Shamiyana Wall
appliedenergistics2:facade:0, Cable Facade - Black Shamiyana Wall
appliedenergistics2:facade:0, Cable Facade - Yurt Roof (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Yurt Wall (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Yurt Wall (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Bedouin Wall (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Bedouin Roof (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Indlu Wall (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Indlu Wall (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Blank Tepee Design (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Black Tepee Pattern (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Red Tepee Pattern (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Yellow Tepee Pattern (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Orange Tepee Pattern (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - White Tepee Pattern (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Happy Tepee Design (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Sun Tepee Design (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Creepers Tepee Design (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Universe Tepee Design (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Eagle Tepee Design (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Tri-Force Tepee Design (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Dreamcatcher Tepee Design (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Rain Tepee Design (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Magic Tepee Design (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - White Shamiyana Wall (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Orange Shamiyana Wall (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Magenta Shamiyana Wall (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Light Blue Shamiyana Wall (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Yellow Shamiyana Wall (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Lime Shamiyana Wall (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Pink Shamiyana Wall (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Gray Shamiyana Wall (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Silver Shamiyana Wall (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Cyan Shamiyana Wall (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Purple Shamiyana Wall (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Blue Shamiyana Wall (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Brown Shamiyana Wall (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Green Shamiyana Wall (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Red Shamiyana Wall (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - Black Shamiyana Wall (Cosmetic)
appliedenergistics2:facade:0, Cable Facade - tile.fake_ice.name
appliedenergistics2:facade:0, Cable Facade - Redstone-Sensitive Glass Block (Light Emitting)
appliedenergistics2:facade:0, Cable Facade - Redstone-Sensitive Glass Block (White-Stained)
appliedenergistics2:facade:0, Cable Facade - Redstone-Sensitive Glass Block (Red-Stained)
appliedenergistics2:facade:0, Cable Facade - Redstone-Sensitive Glass Block (Green-Stained)
appliedenergistics2:facade:0, Cable Facade - Redstone-Sensitive Glass Block (Blue-Stained)
appliedenergistics2:facade:0, Cable Facade - Redstone-Sensitive Glass Block (Yellow-Stained)
appliedenergistics2:facade:0, Cable Facade - Redstone-Sensitive Glass Block (Orange-Stained)
appliedenergistics2:facade:0, Cable Facade - Redstone-Sensitive Glass Block (Magenta-Stained)
appliedenergistics2:facade:0, Cable Facade - Redstone-Sensitive Glass Block (Light-Blue-Stained)
appliedenergistics2:facade:0, Cable Facade - Redstone-Sensitive Glass Block (Lime-Stained)
appliedenergistics2:facade:0, Cable Facade - Redstone-Sensitive Glass Block (Pink-Stained)
appliedenergistics2:facade:0, Cable Facade - Redstone-Sensitive Glass Block (Gray-Stained)
appliedenergistics2:facade:0, Cable Facade - Redstone-Sensitive Glass Block (Light-Gray-Stained)
appliedenergistics2:facade:0, Cable Facade - Redstone-Sensitive Glass Block (Cyan-Stained)
appliedenergistics2:facade:0, Cable Facade - Redstone-Sensitive Glass Block (Purple-Stained)
appliedenergistics2:facade:0, Cable Facade - Redstone-Sensitive Glass Block (Brown-Stained)
appliedenergistics2:facade:0, Cable Facade - Redstone-Sensitive Glass Block (Black-Stained)
appliedenergistics2:facade:0, Cable Facade - Redstone-Sensitive Glass Block (Inverted, Light Emitting)
appliedenergistics2:facade:0, Cable Facade - Rock Crystal Ore
appliedenergistics2:facade:0, Cable Facade - Starmetal Ore
appliedenergistics2:facade:0, Cable Facade - Aquamarine Shale
appliedenergistics2:facade:0, Cable Facade - Marble
appliedenergistics2:facade:0, Cable Facade - Marble Bricks
appliedenergistics2:facade:0, Cable Facade - Marble Pillar
appliedenergistics2:facade:0, Cable Facade - Marble Arch
appliedenergistics2:facade:0, Cable Facade - Chiseled Marble
appliedenergistics2:facade:0, Cable Facade - Engraved Marble
appliedenergistics2:facade:0, Cable Facade - Runed Marble
appliedenergistics2:facade:0, Cable Facade - Sooty Marble
appliedenergistics2:facade:0, Cable Facade - Sooty Marble Bricks
appliedenergistics2:facade:0, Cable Facade - Sooty Marble Pillar
appliedenergistics2:facade:0, Cable Facade - Sooty Marble Arch
appliedenergistics2:facade:0, Cable Facade - Chiseled Sooty Marble
appliedenergistics2:facade:0, Cable Facade - Engraved Sooty Marble
appliedenergistics2:facade:0, Cable Facade - Runed Sooty Marble
appliedenergistics2:facade:0, Cable Facade - Infused Wood
appliedenergistics2:facade:0, Cable Facade - Infused Wood Planks
appliedenergistics2:facade:0, Cable Facade - Infused Wood Column
appliedenergistics2:facade:0, Cable Facade - Infused Wood Arch
appliedenergistics2:facade:0, Cable Facade - Engraved Infused Wood
appliedenergistics2:facade:0, Cable Facade - Enriched Infused Wood
appliedenergistics2:facade:0, Cable Facade - Vibrant Infused Wood
appliedenergistics2:facade:0, Cable Facade - Neromantic Prime
appliedenergistics2:facade:0, Cable Facade - Fysallidic Prime
appliedenergistics2:facade:0, Cable Facade - Thorny Hedge
appliedenergistics2:facade:0, Cable Facade - Hedge
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:encoded_pattern, Encoded Pattern
appliedenergistics2:paint_ball:0, Paint Ball - White
appliedenergistics2:paint_ball:1, Paint Ball - Orange
appliedenergistics2:paint_ball:2, Paint Ball - Magenta
appliedenergistics2:paint_ball:3, Paint Ball - Light Blue
appliedenergistics2:paint_ball:4, Paint Ball - Yellow
appliedenergistics2:paint_ball:5, Paint Ball - Lime
appliedenergistics2:paint_ball:6, Paint Ball - Pink
appliedenergistics2:paint_ball:7, Paint Ball - Gray
appliedenergistics2:paint_ball:8, Paint Ball - Light Gray
appliedenergistics2:paint_ball:9, Paint Ball - Cyan
appliedenergistics2:paint_ball:10, Paint Ball - Purple
appliedenergistics2:paint_ball:11, Paint Ball - Blue
appliedenergistics2:paint_ball:12, Paint Ball - Brown
appliedenergistics2:paint_ball:13, Paint Ball - Green
appliedenergistics2:paint_ball:14, Paint Ball - Red
appliedenergistics2:paint_ball:15, Paint Ball - Black
appliedenergistics2:paint_ball:20, Paint Ball - Lumen White
appliedenergistics2:paint_ball:21, Paint Ball - Lumen Orange
appliedenergistics2:paint_ball:22, Paint Ball - Lumen Magenta
appliedenergistics2:paint_ball:23, Paint Ball - Lumen Light Blue
appliedenergistics2:paint_ball:24, Paint Ball - Lumen Yellow
appliedenergistics2:paint_ball:25, Paint Ball - Lumen Lime
appliedenergistics2:paint_ball:26, Paint Ball - Lumen Pink
appliedenergistics2:paint_ball:27, Paint Ball - Lumen Gray
appliedenergistics2:paint_ball:28, Paint Ball - Lumen Light Gray
appliedenergistics2:paint_ball:29, Paint Ball - Lumen Cyan
appliedenergistics2:paint_ball:30, Paint Ball - Lumen Purple
appliedenergistics2:paint_ball:31, Paint Ball - Lumen Blue
appliedenergistics2:paint_ball:32, Paint Ball - Lumen Brown
appliedenergistics2:paint_ball:33, Paint Ball - Lumen Green
appliedenergistics2:paint_ball:34, Paint Ball - Lumen Red
appliedenergistics2:paint_ball:35, Paint Ball - Lumen Black
appliedenergistics2:dummy_fluid_item, item.appliedenergistics2.dummy_fluid_item.name
appliedenergistics2:material:28, Advanced Card
appliedenergistics2:material:44, Annihilation Core
appliedenergistics2:material:25, Basic Card
appliedenergistics2:material:52, Blank Pattern
appliedenergistics2:material:23, Calculation Processor
appliedenergistics2:material:13, Inscriber Calculation Press
appliedenergistics2:material:16, Printed Calculation Circuit
appliedenergistics2:material:27, Capacity Card
appliedenergistics2:material:53, Crafting Card
appliedenergistics2:material:29, Fuzzy Card
appliedenergistics2:material:31, Inverter Card
appliedenergistics2:material:26, Redstone Card
appliedenergistics2:material:30, Acceleration Card
appliedenergistics2:material:34, 128³ Spatial Component
appliedenergistics2:material:37, 16k ME Storage Component
appliedenergistics2:material:33, 16³ Spatial Component
appliedenergistics2:material:35, 1k ME Storage Component
appliedenergistics2:material:32, 2³ Spatial Component
appliedenergistics2:material:36, 4k ME Storage Component
appliedenergistics2:material:38, 64k ME Storage Component
appliedenergistics2:material:0, Certus Quartz Crystal
appliedenergistics2:material:1, Charged Certus Quartz Crystal
appliedenergistics2:material:2, Certus Quartz Dust
appliedenergistics2:material:39, ME Storage Housing
appliedenergistics2:material:46, Ender Dust
appliedenergistics2:material:24, Engineering Processor
appliedenergistics2:material:14, Inscriber Engineering Press
appliedenergistics2:material:17, Printed Engineering Circuit
appliedenergistics2:material:56, 16k ME Fluid Storage Component
appliedenergistics2:material:54, 1k ME Fluid Storage Component
appliedenergistics2:material:55, 4k ME Fluid Storage Component
appliedenergistics2:material:57, 64k ME Fluid Storage Component
appliedenergistics2:material:7, Fluix Crystal
appliedenergistics2:material:8, Fluix Dust
appliedenergistics2:material:9, Fluix Pearl
appliedenergistics2:material:43, Formation Core
appliedenergistics2:material:51, Gold Dust
appliedenergistics2:material:49, Iron Dust
appliedenergistics2:material:22, Logic Processor
appliedenergistics2:material:15, Inscriber Logic Press
appliedenergistics2:material:18, Printed Logic Circuit
appliedenergistics2:material:6, Matter Ball
appliedenergistics2:material:21, Inscriber Name Press
appliedenergistics2:material:3, Nether Quartz Dust
appliedenergistics2:material:10, Pure Certus Quartz Crystal
appliedenergistics2:material:12, Pure Fluix Crystal
appliedenergistics2:material:11, Pure Nether Quartz Crystal
appliedenergistics2:material:48, Quantum Entangled Singularity
appliedenergistics2:material:5, Silicon
appliedenergistics2:material:19, Inscriber Silicon Press
appliedenergistics2:material:20, Printed Silicon
appliedenergistics2:material:47, Singularity
appliedenergistics2:material:45, Sky Stone Dust
appliedenergistics2:material:41, Wireless Receiver
appliedenergistics2:material:42, Wireless Booster
appliedenergistics2:material:40, Wooden Gear
appliedenergistics2:part:300, ME Annihilation Plane
appliedenergistics2:part:120, Cable Anchor
appliedenergistics2:part:20, ME Covered Cable - White
appliedenergistics2:part:21, ME Covered Cable - Orange
appliedenergistics2:part:22, ME Covered Cable - Magenta
appliedenergistics2:part:23, ME Covered Cable - Light Blue
appliedenergistics2:part:24, ME Covered Cable - Yellow
appliedenergistics2:part:25, ME Covered Cable - Lime
appliedenergistics2:part:26, ME Covered Cable - Pink
appliedenergistics2:part:27, ME Covered Cable - Gray
appliedenergistics2:part:28, ME Covered Cable - Light Gray
appliedenergistics2:part:29, ME Covered Cable - Cyan
appliedenergistics2:part:30, ME Covered Cable - Purple
appliedenergistics2:part:31, ME Covered Cable - Blue
appliedenergistics2:part:32, ME Covered Cable - Brown
appliedenergistics2:part:33, ME Covered Cable - Green
appliedenergistics2:part:34, ME Covered Cable - Red
appliedenergistics2:part:35, ME Covered Cable - Black
appliedenergistics2:part:36, ME Covered Cable - Fluix
appliedenergistics2:part:500, ME Dense Covered Cable - White
appliedenergistics2:part:501, ME Dense Covered Cable - Orange
appliedenergistics2:part:502, ME Dense Covered Cable - Magenta
appliedenergistics2:part:503, ME Dense Covered Cable - Light Blue
appliedenergistics2:part:504, ME Dense Covered Cable - Yellow
appliedenergistics2:part:505, ME Dense Covered Cable - Lime
appliedenergistics2:part:506, ME Dense Covered Cable - Pink
appliedenergistics2:part:507, ME Dense Covered Cable - Gray
appliedenergistics2:part:508, ME Dense Covered Cable - Light Gray
appliedenergistics2:part:509, ME Dense Covered Cable - Cyan
appliedenergistics2:part:510, ME Dense Covered Cable - Purple
appliedenergistics2:part:511, ME Dense Covered Cable - Blue
appliedenergistics2:part:512, ME Dense Covered Cable - Brown
appliedenergistics2:part:513, ME Dense Covered Cable - Green
appliedenergistics2:part:514, ME Dense Covered Cable - Red
appliedenergistics2:part:515, ME Dense Covered Cable - Black
appliedenergistics2:part:516, ME Dense Covered Cable - Fluix
appliedenergistics2:part:60, ME Dense Smart Cable - White
appliedenergistics2:part:61, ME Dense Smart Cable - Orange
appliedenergistics2:part:62, ME Dense Smart Cable - Magenta
appliedenergistics2:part:63, ME Dense Smart Cable - Light Blue
appliedenergistics2:part:64, ME Dense Smart Cable - Yellow
appliedenergistics2:part:65, ME Dense Smart Cable - Lime
appliedenergistics2:part:66, ME Dense Smart Cable - Pink
appliedenergistics2:part:67, ME Dense Smart Cable - Gray
appliedenergistics2:part:68, ME Dense Smart Cable - Light Gray
appliedenergistics2:part:69, ME Dense Smart Cable - Cyan
appliedenergistics2:part:70, ME Dense Smart Cable - Purple
appliedenergistics2:part:71, ME Dense Smart Cable - Blue
appliedenergistics2:part:72, ME Dense Smart Cable - Brown
appliedenergistics2:part:73, ME Dense Smart Cable - Green
appliedenergistics2:part:74, ME Dense Smart Cable - Red
appliedenergistics2:part:75, ME Dense Smart Cable - Black
appliedenergistics2:part:76, ME Dense Smart Cable - Fluix
appliedenergistics2:part:0, ME Glass Cable - White
appliedenergistics2:part:1, ME Glass Cable - Orange
appliedenergistics2:part:2, ME Glass Cable - Magenta
appliedenergistics2:part:3, ME Glass Cable - Light Blue
appliedenergistics2:part:4, ME Glass Cable - Yellow
appliedenergistics2:part:5, ME Glass Cable - Lime
appliedenergistics2:part:6, ME Glass Cable - Pink
appliedenergistics2:part:7, ME Glass Cable - Gray
appliedenergistics2:part:8, ME Glass Cable - Light Gray
appliedenergistics2:part:9, ME Glass Cable - Cyan
appliedenergistics2:part:10, ME Glass Cable - Purple
appliedenergistics2:part:11, ME Glass Cable - Blue
appliedenergistics2:part:12, ME Glass Cable - Brown
appliedenergistics2:part:13, ME Glass Cable - Green
appliedenergistics2:part:14, ME Glass Cable - Red
appliedenergistics2:part:15, ME Glass Cable - Black
